"","ServiceAddressStreetNumber","ServiceAddressStreetName","PREMISESALESCLASSDESC","Sales Class","Active/Inactive","SW StatusCode","Status Code","BILLABLEIMPERVIOUSACRES","PARCELSIZE","IMPERVIOUSSIZE","ACCOUNTTAXTYPE","Tax Description","Customer Class","BILLINGCYCLENUMBER","PREMISECYCLENUMBER","Bunch Code","SW Last Billing Date","SW Last Amount Billed","SW Last Paid Date","SW Final Shut Off Date","WA Last Billing Date","WA Last Amount Billed","WA Last Paid Date","WA Final Shut Off Date","WA ActiveCode","WA ActiveCodeDesc","WA StatusCode","WA StatusDescription","WALANDLORDCODE","WAONWERTENANTFLAG","S-Current","S-30-60","S-60+","W-Current","W-30-60","W-60+","T-Current","T-30-60","T-60+","Total","61+ Days >150","61+ Days <150","Zero balance","Meter (Yes/No)","Status Code2","Breakdown","New Sales Class","Address"
"62","5500","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.13,0.06,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,28.17,5142021,0,5192021,0,0,0,0,NA,0,NA,0,"O",28.17,0,170.55,0,0,0,28.17,0,170.55,198.72,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5500 BALFOUR RD"
"63","5700","SOMERSET AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,74.65,4262021,0,5192021,25.97,4262021,0,0,NA,0,NA,0,"O",74.65,48.71,661.41,25.97,13.71,240.76,100.62,62.42,902.17,1065.21,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","5700 SOMERSET AVE"
"64","4800","CHATSWORTH ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,44.95,5212021,0,5272021,29.82,5212021,0,0,NA,0,NA,0,"O",44.95,0,295.55,29.82,0,124.84,74.77,0,420.39,495.16,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4800 CHATSWORTH ST"
"65","4300","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.08,0.23,0.08,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,169.63,5202021,0,5272021,68.94,5202021,0,0,NA,0,NA,0,"O",169.63,0,746.71,68.94,0,294.43,238.57,0,1041.14,1279.71,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4300 BALFOUR RD"
"66","4600","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.12,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,25.81,4272021,0,5272021,12.93,4272021,0,0,NA,0,NA,0,"O",25.81,25.81,1102.08,12.93,12.93,358.88,38.74,38.74,1460.96,1538.44,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4600 BALFOUR RD"
"67","4600","BERKSHIRE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,52.83,5052021,0,5272021,18.14,5052021,0,0,NA,0,NA,0,"O",52.83,52.83,344.03,18.14,18.14,255.36,70.97,70.97,599.39,741.33,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","4600 BERKSHIRE ST"
"68","3400","BERKSHIRE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,43.95,5222021,0,5272021,23.36,5222021,0,0,NA,0,NA,0,"O",43.95,0,3630.04,23.36,0,1330.96,67.31,0,4961,5028.31,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","3400 BERKSHIRE ST"
"69","3600","CHATSWORTH ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,95.3,5262021,0,5272021,46.83,5262021,0,0,NA,0,NA,0,"O",95.3,0,301.28,46.83,0,109.12,142.13,0,410.4,552.53,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3600 CHATSWORTH ST"
"70","3600","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.14,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,85.05,5212021,0,5272021,32.42,5212021,0,0,NA,0,NA,0,"O",85.05,90.75,713.81,32.42,35.03,291.65,117.47,125.78,1005.46,1248.71,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","3600 BALFOUR RD"
"71","4000","BUCKINGHAM AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,65.26,5072021,0,5192021,25.97,5072021,0,0,NA,0,NA,0,"O",65.26,70.97,57.96,25.97,28.57,22.73,91.23,99.54,80.69,271.46,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","4000 BUCKINGHAM AVE"
"72","4300","BUCKINGHAM AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,308.44,0,0,5272021,148.54,0,0,0,NA,0,NA,0,"O",308.44,322.03,1170.32,148.54,143.33,377.94,456.98,465.36,1548.26,2470.6,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4300 BUCKINGHAM AVE"
"73","4700","BUCKINGHAM AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0.05,29,"DETROIT LANDBANK","GOVERNMENT",85,85,NA,5192021,46.48,5052021,0,5192021,29.82,5052021,0,0,NA,0,NA,0,"O",46.48,0,33.06,29.82,0,21.89,76.3,0,54.95,131.25,0,1,1,"YES","NORMAL","Other","GOVERNMENT","4700 BUCKINGHAM AVE"
"74","5700","BERKSHIRE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,51.67,5112021,0,5272021,31.18,5112021,0,0,NA,0,NA,0,"O",76.67,0,1102.54,31.18,0,478.75,107.85,0,1581.29,1689.14,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","5700 BERKSHIRE ST"
"75","5700","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.11,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,20.11,5202021,0,5272021,10.32,5202021,0,0,NA,0,NA,0,"O",20.11,0,191.25,10.32,0,43.55,30.43,0,234.8,265.23,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5700 BALFOUR RD"
"76","5100","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,14.08,5062021,0,5192021,0,5062021,0,0,NA,0,NA,0,"O",368.14,0,0,71.59,0,0,439.73,0,0,439.73,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","5100 HAVERHILL ST"
"77","5500","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,21.12,5182021,0,5272021,12.93,5182021,0,0,NA,0,NA,0,"O",21.12,0,222.67,12.93,0,67.98,34.05,0,290.65,324.7,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5500 HAVERHILL ST"
"78","5900","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,93.79,5122021,0,5192021,39.01,5122021,0,0,NA,0,NA,0,"T",93.79,0,31.26,39.01,0,22.82,132.8,0,54.08,186.88,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","5900 HAVERHILL ST"
"79","3700","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,0,0,5272021,15.53,0,0,0,NA,0,NA,0,"O",22.13,22.13,284.97,15.53,15.53,148.47,37.66,37.66,433.44,508.76,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3700 HAVERHILL ST"
"80","4600","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,108.89,4272021,0,5272021,41.61,4272021,0,0,NA,0,NA,0,"O",108.89,97.48,824.76,41.61,36.4,316.97,150.5,133.88,1141.73,1426.11,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4600 HAVERHILL ST"
"81","4800","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,69.95,5112021,0,5192021,29.82,5112021,0,0,NA,0,NA,0,"O",69.95,0,395.28,29.82,0,175.46,99.77,0,570.74,670.51,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","4800 HAVERHILL ST"
"82","4100","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0,0,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,29.36,5292021,0,5272021,29.7,5292021,0,0,NA,0,NA,0,"O",0,30.83,233.07,0,31.19,341.89,0,62.02,574.96,636.98,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","4100 WAYBURN ST"
"83","5900","MARYLAND ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.12,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,2.34,6022021,0,5272021,12.93,6022021,0,0,NA,0,NA,0,"O",2.34,0,262.3,12.93,0,129.99,15.27,0,392.29,407.56,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5900 MARYLAND ST"
"84","5200","CHATSWORTH ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.11,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,84.25,5202021,0,5272021,54.65,5202021,0,0,NA,0,NA,0,"O",84.25,10.58,319.17,54.65,7.01,180.19,138.9,17.59,499.36,655.85,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5200 CHATSWORTH ST"
"85","5700","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",85,85,NA,5192021,58.54,5272021,0,5192021,20.75,5272021,0,0,NA,0,NA,0,"O",0,58.54,459.6,0,20.75,283.09,0,79.29,742.69,821.98,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","5700 WAYBURN ST"
"86","4100","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,80.36,5262021,0,5272021,28.57,5262021,0,0,NA,0,NA,0,"O",80.36,0,1941.24,28.57,0,848.14,108.93,0,2789.38,2898.31,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4100 HAVERHILL ST"
"87","16100","MACK AVE","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.07,0.1,0.07,1,"COMMERCIAL","COMMERCIAL",84,84,NA,5192021,55.54,5032021,0,5192021,51.56,5032021,0,0,NA,0,NA,0,"O",55.54,43.82,4512.96,51.56,0,1909.43,107.1,43.82,6422.39,6573.31,1,0,1,"YES","NORMAL","C $1000+","COMMERCIAL","16100 MACK AVE"
"88","3600","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,137.42,5122021,0,5192021,58.5,5122021,0,0,NA,0,NA,0,"O",137.42,0,195.03,58.5,0,78.35,195.92,0,273.38,469.3,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3600 DEVONSHIRE RD"
"89","3900","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,54.86,5172021,0,5272021,23.36,5172021,0,0,NA,0,NA,0,"O",54.86,3.6,505.19,23.36,0,224.7,78.22,3.6,729.89,811.71,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","3900 DEVONSHIRE RD"
"90","4100","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,49.65,5142021,0,5272021,25.97,5142021,0,0,NA,0,NA,0,"O",49.65,0,753.18,25.97,0,241.95,75.62,0,995.13,1070.75,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","4100 DEVONSHIRE RD"
"91","4300","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,41.42,5122021,0,5192021,12.93,5122021,0,0,NA,0,NA,0,"O",41.42,0,4.65,12.93,0,1.37,54.35,0,6.02,60.37,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","4300 DEVONSHIRE RD"
"92","4600","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.53,5042021,0,5272021,18.14,5042021,0,0,NA,0,NA,0,"O",60.12,57.56,246.21,18.92,17.74,93.38,79.04,75.3,339.59,493.93,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4600 DEVONSHIRE RD"
"93","4800","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,89.59,5192021,0,5272021,44.22,5192021,0,0,NA,0,NA,0,"O",89.59,0,3425.99,44.22,0,2203.84,133.81,0,5629.83,5763.64,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4800 DEVONSHIRE RD"
"94","5000","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,4092021,0,5272021,20.75,4092021,0,0,NA,0,NA,0,"O",33.54,33.54,182.97,20.75,20.75,60.24,54.29,54.29,243.21,351.79,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5000 DEVONSHIRE RD"
"95","5500","DEVONSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,27.83,5212021,0,5272021,18.14,5212021,0,0,NA,0,NA,0,"O",27.83,0,142.35,18.14,0,32.66,45.97,0,175.01,220.98,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5500 DEVONSHIRE RD"
"96","16100","E WARREN AVE","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.03,0.046,0.03,1,"COMMERCIAL","COMMERCIAL",84,84,NA,5192021,30.5,5052021,0,5192021,11.56,5052021,0,0,NA,0,NA,0,"O",30.5,30.5,321.25,11.56,11.56,121.77,42.06,42.06,443.02,527.14,1,0,1,"YES","NORMAL","A $150-$500","COMMERCIAL","16100 E WARREN AVE"
"97","5500","BEDFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,72.48,4072021,0,5272021,36.4,4072021,0,0,NA,0,NA,0,"O",72.48,66.77,136.51,36.4,33.79,49.24,108.88,100.56,185.75,395.19,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5500 BEDFORD ST"
"98","5700","BEDFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,104.19,5072021,0,5192021,41.61,5072021,0,0,NA,0,NA,0,"O",104.19,0,20.08,41.61,0,8.17,145.8,0,28.25,174.05,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","5700 BEDFORD ST"
"99","5900","BEDFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.15,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,105.7,2152021,0,5272021,53.29,2152021,0,0,NA,0,NA,0,"O",105.7,153.52,1841.2,53.29,63.72,794.69,158.99,217.24,2635.89,3012.12,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","5900 BEDFORD ST"
"100","3700","BEDFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,65.26,5102021,0,5192021,29.82,5102021,0,0,NA,0,NA,0,"O",65.26,0,146.37,29.82,0,66.87,95.08,0,213.24,308.32,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3700 BEDFORD ST"
"101","3800","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,35.56,5142021,0,5272021,25.97,5142021,0,0,NA,0,NA,0,"O",35.56,0,201.79,25.97,0,85.2,61.53,0,286.99,348.52,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3800 COURVILLE ST"
"102","3600","THREE MILE DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,35.72,5032021,0,5192021,10.32,5032021,0,0,NA,0,NA,0,"O",35.72,0,473.05,10.32,0,144.74,46.04,0,617.79,663.83,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","3600 THREE MILE DR"
"103","3400","BEDFORD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.1,0.07,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,90.75,3172021,0,5192021,31.18,3172021,0,0,NA,0,NA,0,"O",95.57,101,610.78,32.87,35.35,211.35,128.44,136.35,822.13,1086.92,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","3400 BEDFORD ST"
"104","3900","THREE MILE DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.11,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,42.93,5192021,0,5272021,20.75,5192021,0,0,NA,0,NA,0,"O",42.93,0,985.2,20.75,0,266.64,63.68,0,1251.84,1315.52,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","3900 THREE MILE DR"
"105","4600","THREE MILE DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,74.5,3012021,0,5272021,41.61,3012021,0,0,NA,0,NA,0,"O",99.5,103.03,378.42,43.41,56.58,75.92,142.91,159.61,454.34,756.86,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4600 THREE MILE DR"
"106","4400","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,87.07,5132021,0,5192021,33.79,5132021,0,0,NA,0,NA,0,"O",87.07,0,133.94,33.79,0,51.58,120.86,0,185.52,306.38,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4400 COURVILLE ST"
"107","4800","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,131.71,5062021,0,5192021,52.05,5062021,0,0,NA,0,NA,0,"O",131.71,0,352.95,52.05,0,135.76,183.76,0,488.71,672.47,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4800 COURVILLE ST"
"108","5700","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,41.42,5102021,0,5192021,92.93,5102021,0,0,NA,0,NA,0,"O",41.42,0,910.31,92.93,0,319.86,134.35,0,1230.17,1364.52,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","5700 COURVILLE ST"
"109","5200","THREE MILE DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,49.65,5232021,0,5272021,25.97,5232021,0,0,NA,0,NA,0,"O",49.65,0,616.55,25.97,0,257.4,75.62,0,873.95,949.57,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","5200 THREE MILE DR"
"110","5900","THREE MILE DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.11,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,25.17,4192021,0,5272021,27.21,4192021,0,0,NA,0,NA,0,"O",26.43,25.17,0,28.56,26.98,0,54.99,52.15,0,107.14,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","5900 THREE MILE DR"
"111","11900","E OUTER DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,69.95,6012021,0,5272021,29.82,6012021,0,0,NA,0,NA,0,"T",69.95,69.95,635.99,29.82,29.82,318.28,99.77,99.77,954.27,1153.81,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","11900 E OUTER DR"
"112","5200","AUDUBON RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.13,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,32.53,5212021,0,5272021,21.99,5212021,0,0,NA,0,NA,0,"O",32.53,0,476.21,21.99,0,193.93,54.52,0,670.14,724.66,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","5200 AUDUBON RD"
"113","16400","E WARREN AVE","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.11,0.115,0.11,1,"COMMERCIAL","COMMERCIAL",84,84,NA,5192021,89.74,5102021,0,5192021,21.88,5102021,0,0,NA,0,NA,0,"O",89.74,0,463.14,21.88,0,116.65,111.62,0,579.79,691.41,1,0,1,"YES","NORMAL","B $500-$1000","COMMERCIAL","16400 E WARREN AVE"
"114","3400","AUDUBON RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.22,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,31.52,5032021,0,5272021,19.38,5032021,0,0,NA,0,NA,0,"O",31.52,0,190.16,19.38,0,264.53,50.9,0,454.69,505.59,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","3400 AUDUBON RD"
"115","4100","AUDUBON RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.11,0.22,0.11,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,92.42,5052021,0,5192021,34.92,5052021,0,0,NA,0,NA,0,"O",92.42,0,185.97,34.92,0,69.42,127.34,0,255.39,382.73,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","4100 AUDUBON RD"
"116","13000","E OUTER DR","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.08,0.16,0.08,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,55.51,5262021,0,5192021,24.49,5262021,0,0,NA,0,NA,0,"T",55.51,66.92,114.01,24.49,29.7,51.02,80,96.62,165.03,341.65,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","13000 E OUTER DR"
"117","5500","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.14,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.53,3172021,0,5272021,18.14,3172021,0,0,NA,0,NA,0,"O",57.75,63.24,180.88,18.21,20.75,59.36,75.96,83.99,240.24,400.19,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5500 KENSINGTON AVE"
"118","5700","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.12,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,113.58,6022021,0,5272021,45.46,6022021,0,0,NA,0,NA,0,"O",113.58,113.58,495.34,45.46,45.46,214.6,159.04,159.04,709.94,1028.02,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","5700 KENSINGTON AVE"
"119","5900","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.14,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,42.93,5122021,0,5272021,20.75,5122021,0,0,NA,0,NA,0,"O",42.93,0,258.21,20.75,0,59.63,63.68,0,317.84,381.52,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","5900 KENSINGTON AVE"
"120","4200","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.22,0.06,0,"RESIDENTIAL","RESIDENTIAL",84,84,NA,5192021,46.12,5072021,0,5192021,12.93,5072021,0,0,NA,0,NA,0,"O",46.12,0,654.35,12.93,0,251.32,59.05,0,905.67,964.72,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","4200 KENSINGTON AVE"
"121","4500","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.14,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5192021,34.56,5222021,0,5192021,23.36,5222021,0,0,NA,0,NA,0,"O",0,0,768.03,0,0,300.83,0,0,1068.86,1068.86,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","4500 KENSINGTON AVE"
"122","3800","YORKSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.16,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,111.4,6242019,0,5272021,55.9,6242019,0,0,NA,0,NA,0,"O",111.4,151.34,2429.02,55.9,74.15,909.18,167.3,225.49,3338.2,3730.99,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","3800 YORKSHIRE RD"
